Sample.ID,Size_cm,Structure,Texture,Plant.Influence,Time.day,Cum.inf.cm,TMX_PPB,Event,V.Vo,Vo,Leach.Vol.mL,Co.PPB,cum.inf.mL,dt,Inf.mL
KF-60 cm-LS-Ctr-1,60,S,Clay,No Plant,3,0.9,0.086278355,1,0.02,6800,136,290,300,3,300
KF-60 cm-LS-Ctr-2,60,S,Clay,No Plant,3,0.9,0.080540723,1,0.012632353,6800,85.9,290,300,3,300
KF-60 cm-LS-Ctr-3,60,S,Clay,No Plant,3,0.9,0.083649347,1,0.030735294,6800,209,290,300,3,300
KF-60 cm-LS-Ctr-5,60,S,Clay,No Plant,3,0.9,0.083969091,1,0.031588235,6800,214.8,290,300,3,300
KF-60 cm-LS-Exp-2,60,S,Clay,Plant,3,0.9,0.079901235,1,0.026602941,6800,180.9,290,300,3,300
KF-60 cm-LS-Exp-3,60,S,Clay,Plant,3,0.9,0.085514522,1,0.034529412,6800,234.8,290,300,3,300
KF-60 cm-LS-Exp-4,60,S,Clay,Plant,3,0.9,0.070468781,1,0.023529412,6800,160,290,300,3,300
KF-60 cm-LS-Exp-5,60,S,Clay,Plant,3,0.9,0.075762323,1,0.043602941,6800,296.5,290,300,3,300
KF-20 cm-LS-Ctr-1,20,S,Clay,No Plant,3,0.9,0.081162448,1,0.000190805,2900,166,290,300,3,300
KF-20 cm-LS-Ctr-2,20,S,Clay,No Plant,3,0.9,0.084342126,1,0.000233448,2900,203.1,290,300,3,300
KF-20 cm-LS-Ctr-3,20,S,Clay,No Plant,3,0.9,0.07753868,1,0.000212644,2900,185,290,300,3,300
KF-20 cm-LS-Ctr-4,20,S,Clay,No Plant,3,0.9,0.078497913,1,0.000192644,2900,167.6,290,300,3,300
KF-20 cm-LS-Ctr-5,20,S,Clay,No Plant,3,0.9,0.075442579,1,0.000438391,2900,381.4,290,300,3,300
KF-20 cm-LS-Exp-1,20,S,Clay,Plant,3,0.9,0.073186606,1,0.000141954,2900,123.5,290,300,3,300
KF-20 cm-LS-Exp-2,20,S,Clay,Plant,3,0.9,0.095586464,1,0.000189195,2900,164.6,290,300,3,300
KF-20 cm-LS-Exp-3,20,S,Clay,Plant,3,0.9,0.081375611,1,0.000352529,2900,306.7,290,300,3,300
KF-20 cm-LS-Exp-4,20,S,Clay,Plant,3,0.9,0.079261746,1,0.000270575,2900,235.4,290,300,3,300
KF-20 cm-LS-Exp-5,20,S,Clay,Plant,3,0.9,0.077023537,1,0.00027,2900,234.9,290,300,3,300
NK-60 cm-LS-Ctr-2,60,NA,Sand,No Plant,3,0.9,0.662244249,1,0.000265625,6400,1.7,290,300,3,300
NK-60 cm-LS-Ctr-3,60,NA,Sand,No Plant,3,0.9,0,1,0,6400,0,290,300,3,300
NK-60 cm-LS-Ctr-4,60,NA,Sand,No Plant,3,0.9,0.519212008,1,0.000203125,6400,1.3,290,300,3,300
NK-60 cm-LS-Ctr-5,60,NA,Sand,No Plant,3,0.9,0.076526157,1,0.017640625,6400,112.9,290,300,3,300
NK-60 cm-LS-Exp-2,60,NA,Sand,Plant,3,0.9,0.065015365,1,0.0116875,6400,74.8,290,300,3,300
NK-60 cm-LS-Exp-3,60,NA,Sand,Plant,3,0.9,0.064073896,1,0.0436875,6400,279.6,290,300,3,300
NK-60 cm-LS-Exp-4,60,NA,Sand,Plant,3,0.9,0.062937028,1,0.02546875,6400,163,290,300,3,300
NK-60 cm-LS-Exp-5,60,NA,Sand,Plant,3,0.9,0,1,0,6400,0,290,300,3,300
NK-20 cm-LS-Ctr-1,20,NA,Sand,No Plant,3,0.9,0.068905587,1,0.020423077,2600,53.1,290,300,3,300
NK-20 cm-LS-Ctr-2,20,NA,Sand,No Plant,3,0.9,0.080611777,1,0.030153846,2600,78.4,290,300,3,300
NK-20 cm-LS-Ctr-3,20,NA,Sand,No Plant,3,0.9,0.066702904,1,0.108269231,2600,281.5,290,300,3,300
NK-20 cm-LS-Ctr-4,20,NA,Sand,No Plant,3,0.9,0.069474021,1,0.004346154,2600,11.3,290,300,3,300
NK-20 cm-LS-Exp-1,20,NA,Sand,Plant,3,0.9,0.114469136,1,0.078307692,2600,203.6,290,300,3,300
NK-20 cm-LS-Exp-2,20,NA,Sand,Plant,3,0.9,0.081233502,1,0.100153846,2600,260.4,290,300,3,300
NK-20 cm-LS-Exp-3,20,NA,Sand,Plant,3,0.9,0.072369482,1,0.099846154,2600,259.6,290,300,3,300
NK-20 cm-LS-Exp-4,20,NA,Sand,Plant,3,0.9,0.066827249,1,0.091769231,2600,238.6,290,300,3,300
KF-60 cm-LS/SS-1,60,NS,Clay,Plant,3,0.9,0.028155964,1,0.006294118,6800,42.8,290,300,3,300
KF-60 cm-LS/SS-2,60,NS,Clay,Plant,3,0.9,0.037464073,1,0.032294118,6800,219.6,290,300,3,300
KF-60 cm-LS/SS-3,60,NS,Clay,Plant,3,0.9,1.649088203,1,0.001014706,6800,6.9,290,300,3,300
KF-60 cm-LS/SS-4,60,NS,Clay,Plant,3,0.9,0,1,1.47E-05,6800,0.1,290,300,3,300
KF-60 cm-LS/SS-5,60,NS,Clay,Plant,3,0.9,0.079403855,1,0.001058824,6800,7.2,290,300,3,300
KF-60 cm-LS-Ctr-1,60,S,Clay,No Plant,6,1.8,0.04945989,2,0.031808824,6800,80.3,290,600,3,300
KF-60 cm-LS-Ctr-2,60,S,Clay,No Plant,6,1.8,0.058678592,2,0.012647059,6800,0.1,290,600,3,300
KF-60 cm-LS-Ctr-3,60,S,Clay,No Plant,6,1.8,0.129917343,2,0.034441176,6800,25.2,290,600,3,300
KF-60 cm-LS-Ctr-5,60,S,Clay,No Plant,6,1.8,0.046967359,2,0.034823529,6800,22,290,600,3,300
KF-60 cm-LS-Exp-2,60,S,Clay,Plant,6,1.8,0.051475909,2,0.046426471,6800,134.8,290,600,3,300
KF-60 cm-LS-Exp-3,60,S,Clay,Plant,6,1.8,0.046270916,2,0.042926471,6800,57.1,290,600,3,300
KF-60 cm-LS-Exp-4,60,S,Clay,Plant,6,1.8,0.047627147,2,0.037691176,6800,96.3,290,600,3,300
KF-60 cm-LS-Exp-5,60,S,Clay,Plant,6,1.8,0.048635156,2,0.056382353,6800,86.9,290,600,3,300
KF-20 cm-LS-Ctr-1,20,S,Clay,No Plant,6,1.8,0.070646409,2,0.108034483,2900,147.3,290,600,3,300
KF-20 cm-LS-Ctr-2,20,S,Clay,No Plant,6,1.8,0.046362553,2,0.122413793,2900,151.9,290,600,3,300
KF-20 cm-LS-Ctr-3,20,S,Clay,No Plant,6,1.8,0.04810366,2,0.161827586,2900,284.3,290,600,3,300
KF-20 cm-LS-Ctr-4,20,S,Clay,No Plant,6,1.8,0.038646702,2,0.06,2900,6.4,290,600,3,300
KF-20 cm-LS-Ctr-5,20,S,Clay,No Plant,6,1.8,0.06133607,2,0.145655172,2900,41,290,600,3,300
KF-20 cm-LS-Exp-1,20,S,Clay,Plant,6,1.8,0.045941022,2,0.092068966,2900,143.5,290,600,3,300
KF-20 cm-LS-Exp-2,20,S,Clay,Plant,6,1.8,0.04216557,2,0.08437931,2900,80.1,290,600,3,300
KF-20 cm-LS-Exp-3,20,S,Clay,Plant,6,1.8,0.045776075,2,0.156103448,2900,146,290,600,3,300
KF-20 cm-LS-Exp-4,20,S,Clay,Plant,6,1.8,0.066889284,2,0.158793103,2900,225.1,290,600,3,300
KF-20 cm-LS-Exp-5,20,S,Clay,Plant,6,1.8,0.045519491,2,0.106517241,2900,74,290,600,3,300
NK-60 cm-LS-Ctr-2,60,NA,Sand,No Plant,6,1.8,0,2,0.000296875,6400,0.2,290,600,3,300
NK-60 cm-LS-Ctr-3,60,NA,Sand,No Plant,6,1.8,0,2,0,6400,0,290,600,3,300
NK-60 cm-LS-Ctr-4,60,NA,Sand,No Plant,6,1.8,0,2,0.00025,6400,0.3,290,600,3,300
NK-60 cm-LS-Ctr-5,60,NA,Sand,No Plant,6,1.8,0.048781775,2,0.026765625,6400,58.4,290,600,3,300
NK-60 cm-LS-Exp-2,60,NA,Sand,Plant,6,1.8,0.046087642,2,0.017546875,6400,37.5,290,600,3,300
NK-60 cm-LS-Exp-3,60,NA,Sand,Plant,6,1.8,0.050797793,2,0.080140625,6400,233.3,290,600,3,300
NK-60 cm-LS-Exp-4,60,NA,Sand,Plant,6,1.8,0.207240804,2,0.026109375,6400,4.1,290,600,3,300
NK-60 cm-LS-Exp-5,60,NA,Sand,Plant,6,1.8,0,2,0,6400,0,290,600,3,300
NK-20 cm-LS-Ctr-1,20,NA,Sand,No Plant,6,1.8,0.094270476,2,0.108076923,2600,227.9,290,600,3,300
NK-20 cm-LS-Ctr-2,20,NA,Sand,No Plant,6,1.8,0.057267379,2,0.042923077,2600,33.2,290,600,3,300
NK-20 cm-LS-Ctr-3,20,NA,Sand,No Plant,6,1.8,0.044987996,2,0.180192308,2600,187,290,600,3,300
NK-20 cm-LS-Ctr-4,20,NA,Sand,No Plant,6,1.8,0.0474622,2,0.038961538,2600,90,290,600,3,300
NK-20 cm-LS-Exp-1,20,NA,Sand,Plant,6,1.8,0.065991239,2,0.115153846,2600,95.8,290,600,3,300
NK-20 cm-LS-Exp-2,20,NA,Sand,Plant,6,1.8,0.08122134,2,0.102923077,2600,7.2,290,600,3,300
NK-20 cm-LS-Exp-3,20,NA,Sand,Plant,6,1.8,0.058000477,2,0.139807692,2600,103.9,290,600,3,300
NK-20 cm-LS-Exp-4,20,NA,Sand,Plant,6,1.8,0.042220552,2,0.141115385,2600,128.3,290,600,3,300
KF-60 cm-LS/SS-1,60,NS,Clay,Plant,6,1.8,0.050632846,2,0.014794118,6800,57.8,290,600,3,300
KF-60 cm-LS/SS-2,60,NS,Clay,Plant,6,1.8,0.050852776,2,0.053058824,6800,141.2,290,600,3,300
KF-60 cm-LS/SS-3,60,NS,Clay,Plant,6,1.8,1.480768225,2,0.001985294,6800,6.6,290,600,3,300
KF-60 cm-LS/SS-4,60,NS,Clay,Plant,6,1.8,0,2,2.94E-05,6800,0.1,290,600,3,300
KF-60 cm-LS/SS-5,60,NS,Clay,Plant,6,1.8,0.102316222,2,0.001985294,6800,6.3,290,600,3,300
KF-60 cm-LS-Ctr-1,60,S,Clay,No Plant,9,2.7,0.094126376,3,0.031882353,6800,0.5,290,900,3,300
KF-60 cm-LS-Ctr-2,60,S,Clay,No Plant,9,2.7,0,3,0.012647059,6800,0,290,900,3,300
KF-60 cm-LS-Ctr-3,60,S,Clay,No Plant,9,2.7,0.242625384,3,0.034485294,6800,0.3,290,900,3,300
KF-60 cm-LS-Ctr-5,60,S,Clay,No Plant,9,2.7,0.016862855,3,0.038161765,6800,22.7,290,900,3,300
KF-60 cm-LS-Exp-2,60,S,Clay,Plant,9,2.7,0.199446528,3,0.046647059,6800,1.5,290,900,3,300
KF-60 cm-LS-Exp-3,60,S,Clay,Plant,9,2.7,0.041287826,3,0.04525,6800,15.8,290,900,3,300
KF-60 cm-LS-Exp-4,60,S,Clay,Plant,9,2.7,0.038259771,3,0.038191176,6800,3.4,290,900,3,300
KF-60 cm-LS-Exp-5,60,S,Clay,Plant,9,2.7,0.257073816,3,0.056588235,6800,1.4,290,900,3,300
KF-20 cm-LS-Ctr-1,20,S,Clay,No Plant,9,2.7,0.016140935,3,0.124172414,2900,46.8,290,900,3,300
KF-20 cm-LS-Ctr-2,20,S,Clay,No Plant,9,2.7,0.016341468,3,0.138655172,2900,47.1,290,900,3,300
KF-20 cm-LS-Ctr-3,20,S,Clay,No Plant,9,2.7,0.175847755,3,0.194310345,2900,94.2,290,900,3,300
KF-20 cm-LS-Ctr-4,20,S,Clay,No Plant,9,2.7,0.02097379,3,0.060206897,2900,0.6,290,900,3,300
KF-20 cm-LS-Ctr-5,20,S,Clay,No Plant,9,2.7,0.016662322,3,0.164137931,2900,53.6,290,900,3,300
KF-20 cm-LS-Exp-1,20,S,Clay,Plant,9,2.7,0.232654862,3,0.092310345,2900,0.7,290,900,3,300
KF-20 cm-LS-Exp-2,20,S,Clay,Plant,9,2.7,0.072629194,3,0.084862069,2900,1.4,290,900,3,300
KF-20 cm-LS-Exp-3,20,S,Clay,Plant,9,2.7,0.194096296,3,0.156344828,2900,0.7,290,900,3,300
KF-20 cm-LS-Exp-4,20,S,Clay,Plant,9,2.7,0.02001123,3,0.172965517,2900,41.1,290,900,3,300
KF-20 cm-LS-Exp-5,20,S,Clay,Plant,9,2.7,0.029997794,3,0.132,2900,73.9,290,900,3,300
NK-60 cm-LS-Ctr-2,60,NA,Sand,No Plant,9,2.7,0.077040929,3,0.000484375,6400,1.2,290,900,3,300
NK-60 cm-LS-Ctr-3,60,NA,Sand,No Plant,9,2.7,0,3,0,6400,0,290,900,3,300
NK-60 cm-LS-Ctr-4,60,NA,Sand,No Plant,9,2.7,0.238815249,3,0.000359375,6400,0.7,290,900,3,300
NK-60 cm-LS-Ctr-5,60,NA,Sand,No Plant,9,2.7,0.024162272,3,0.041609375,6400,95,290,900,3,300
NK-60 cm-LS-Exp-2,60,NA,Sand,Plant,9,2.7,0.069723464,3,0.017921875,6400,2.4,290,900,3,300
NK-60 cm-LS-Exp-3,60,NA,Sand,Plant,9,2.7,0.018928349,3,0.086671875,6400,41.8,290,900,3,300
NK-60 cm-LS-Exp-4,60,NA,Sand,Plant,9,2.7,0.216756572,3,0.0261875,6400,0.5,290,900,3,300
NK-60 cm-LS-Exp-5,60,NA,Sand,Plant,9,2.7,0.19651874,3,0.000140625,6400,0.9,290,900,3,300
NK-20 cm-LS-Ctr-1,20,NA,Sand,No Plant,9,2.7,0.031381475,3,0.1545,2600,120.7,290,900,3,300
NK-20 cm-LS-Ctr-2,20,NA,Sand,No Plant,9,2.7,0,3,0.043,2600,0.2,290,900,3,300
NK-20 cm-LS-Ctr-3,20,NA,Sand,No Plant,9,2.7,0.018607496,3,0.213730769,2600,87.2,290,900,3,300
NK-20 cm-LS-Ctr-4,20,NA,Sand,No Plant,9,2.7,0.017745202,3,0.041153846,2600,5.7,290,900,3,300
NK-20 cm-LS-Exp-1,20,NA,Sand,Plant,9,2.7,0.040626065,3,0.166807692,2600,134.3,290,900,3,300
NK-20 cm-LS-Exp-2,20,NA,Sand,Plant,9,2.7,0.029275874,3,0.132461538,2600,76.8,290,900,3,300
NK-20 cm-LS-Exp-3,20,NA,Sand,Plant,9,2.7,0.016902962,3,0.179576923,2600,103.4,290,900,3,300
NK-20 cm-LS-Exp-4,20,NA,Sand,Plant,9,2.7,0.021535284,3,0.149423077,2600,21.6,290,900,3,300
KF-60 cm-LS/SS-1,60,NS,Clay,Plant,9,2.7,0.020592777,3,0.018397059,6800,24.5,290,900,3,300
KF-60 cm-LS/SS-2,60,NS,Clay,Plant,9,2.7,0.017364189,3,0.063455882,6800,70.7,290,900,3,300
KF-60 cm-LS/SS-3,60,NS,Clay,Plant,9,2.7,0.329953677,3,0.002014706,6800,0.2,290,900,3,300
KF-60 cm-LS/SS-4,60,NS,Clay,Plant,9,2.7,1.249359296,3,8.82E-05,6800,0.4,290,900,3,300
KF-60 cm-LS/SS-5,60,NS,Clay,Plant,9,2.7,0,3,0.001985294,6800,0,290,900,3,300
KF-60 cm-LS-Ctr-1,60,S,Clay,No Plant,12,3.6,0.014857629,4,0.036441176,6800,31,290,1200,3,300
KF-60 cm-LS-Ctr-2,60,S,Clay,No Plant,12,3.6,0.017456172,4,0.012647059,6800,0,290,1200,3,300
KF-60 cm-LS-Ctr-3,60,S,Clay,No Plant,12,3.6,0,4,0.034485294,6800,0,290,1200,3,300
KF-60 cm-LS-Ctr-5,60,S,Clay,No Plant,12,3.6,0.051786224,4,0.048426471,6800,69.8,290,1200,3,300
KF-60 cm-LS-Exp-2,60,S,Clay,Plant,12,3.6,0,4,0.051926471,6800,35.9,290,1200,3,300
KF-60 cm-LS-Exp-3,60,S,Clay,Plant,12,3.6,0.014491637,4,0.055058824,6800,66.7,290,1200,3,300
KF-60 cm-LS-Exp-4,60,S,Clay,Plant,12,3.6,0,4,0.041529412,6800,22.7,290,1200,3,300
KF-60 cm-LS-Exp-5,60,S,Clay,Plant,12,3.6,0.026002086,4,0.060470588,6800,26.4,290,1200,3,300
KF-20 cm-LS-Ctr-1,20,S,Clay,No Plant,12,3.6,0.013064268,4,0.150413793,2900,76.1,290,1200,3,300
KF-20 cm-LS-Ctr-2,20,S,Clay,No Plant,12,3.6,0.017657468,4,0.161448276,2900,66.1,290,1200,3,300
KF-20 cm-LS-Ctr-3,20,S,Clay,No Plant,12,3.6,0.014235443,4,0.224137931,2900,86.5,290,1200,3,300
KF-20 cm-LS-Ctr-4,20,S,Clay,No Plant,12,3.6,0,4,0.060310345,2900,0.3,290,1200,3,300
KF-20 cm-LS-Ctr-5,20,S,Clay,No Plant,12,3.6,0.015900706,4,0.186896552,2900,66,290,1200,3,300
KF-20 cm-LS-Exp-1,20,S,Clay,Plant,12,3.6,0,4,0.092310345,2900,0,290,1200,3,300
KF-20 cm-LS-Exp-2,20,S,Clay,Plant,12,3.6,0,4,0.085034483,2900,0.5,290,1200,3,300
KF-20 cm-LS-Exp-3,20,S,Clay,Plant,12,3.6,0,4,0.156344828,2900,0,290,1200,3,300
KF-20 cm-LS-Exp-4,20,S,Clay,Plant,12,3.6,0.021445485,4,0.220517241,2900,137.9,290,1200,3,300
KF-20 cm-LS-Exp-5,20,S,Clay,Plant,12,3.6,0.025599495,4,0.163586207,2900,91.6,290,1200,3,300
NK-60 cm-LS-Ctr-2,60,NA,Sand,No Plant,12,3.6,0.012588479,4,0.0005,6400,0.1,290,1200,3,300
NK-60 cm-LS-Ctr-3,60,NA,Sand,No Plant,12,3.6,0,4,0,6400,0,290,1200,3,300
NK-60 cm-LS-Ctr-4,60,NA,Sand,No Plant,12,3.6,0,4,0.00040625,6400,0.3,290,1200,3,300
NK-60 cm-LS-Ctr-5,60,NA,Sand,No Plant,12,3.6,0,4,0.052484375,6400,69.6,290,1200,3,300
NK-60 cm-LS-Exp-2,60,NA,Sand,Plant,12,3.6,0,4,0.01796875,6400,0.3,290,1200,3,300
NK-60 cm-LS-Exp-3,60,NA,Sand,Plant,12,3.6,0.014729532,4,0.0923125,6400,36.1,290,1200,3,300
NK-60 cm-LS-Exp-4,60,NA,Sand,Plant,12,3.6,0.015333419,4,0.027296875,6400,7.1,290,1200,3,300
NK-60 cm-LS-Exp-5,60,NA,Sand,Plant,12,3.6,0,4,0.00015625,6400,0.1,290,1200,3,300
NK-20 cm-LS-Ctr-1,20,NA,Sand,No Plant,12,3.6,0.02031091,4,0.210538462,2600,145.7,290,1200,3,300
NK-20 cm-LS-Ctr-2,20,NA,Sand,No Plant,12,3.6,0,4,0.043,2600,0,290,1200,3,300
NK-20 cm-LS-Ctr-3,20,NA,Sand,No Plant,12,3.6,0.012936171,4,0.216653846,2600,7.6,290,1200,3,300
NK-20 cm-LS-Ctr-4,20,NA,Sand,No Plant,12,3.6,0.012606778,4,0.045423077,2600,11.1,290,1200,3,300
NK-20 cm-LS-Exp-1,20,NA,Sand,Plant,12,3.6,0.035298283,4,0.205076923,2600,99.5,290,1200,3,300
NK-20 cm-LS-Exp-2,20,NA,Sand,Plant,12,3.6,0.013540058,4,0.172807692,2600,104.9,290,1200,3,300
NK-20 cm-LS-Exp-3,20,NA,Sand,Plant,12,3.6,0.017273176,4,0.195923077,2600,42.5,290,1200,3,300
NK-20 cm-LS-Exp-4,20,NA,Sand,Plant,12,3.6,0.024757713,4,0.153807692,2600,11.4,290,1200,3,300
KF-60 cm-LS/SS-1,60,NS,Clay,Plant,12,3.6,0.01390605,4,0.023323529,6800,33.5,290,1200,3,300
KF-60 cm-LS/SS-2,60,NS,Clay,Plant,12,3.6,0.013247264,4,0.072941176,6800,64.5,290,1200,3,300
KF-60 cm-LS/SS-3,60,NS,Clay,Plant,12,3.6,0,4,0.002014706,6800,0,290,1200,3,300
KF-60 cm-LS/SS-4,60,NS,Clay,Plant,12,3.6,0,4,8.82E-05,6800,0,290,1200,3,300
KF-60 cm-LS/SS-5,60,NS,Clay,Plant,12,3.6,0,4,0.002,6800,0.1,290,1200,3,300
KF-60 cm-LS-Ctr-1,60,S,Clay,No Plant,15,4.5,0,5,0.03675,6800,2.1,290,1500,3,300
KF-60 cm-LS-Ctr-2,60,S,Clay,No Plant,15,4.5,0,5,0.012647059,6800,0,290,1500,3,300
KF-60 cm-LS-Ctr-3,60,S,Clay,No Plant,15,4.5,0,5,0.034485294,6800,0,290,1500,3,300
KF-60 cm-LS-Ctr-5,60,S,Clay,No Plant,15,4.5,0.014473337,5,0.059161765,6800,73,290,1500,3,300
KF-60 cm-LS-Exp-2,60,S,Clay,Plant,15,4.5,0.059453757,5,0.052132353,6800,1.4,290,1500,3,300
KF-60 cm-LS-Exp-3,60,S,Clay,Plant,15,4.5,0,5,0.059264706,6800,28.6,290,1500,3,300
KF-60 cm-LS-Exp-4,60,S,Clay,Plant,15,4.5,0.233609413,5,0.041647059,6800,0.8,290,1500,3,300
KF-60 cm-LS-Exp-5,60,S,Clay,Plant,15,4.5,0.031289024,5,0.060602941,6800,0.9,290,1500,3,300
KF-20 cm-LS-Ctr-1,20,S,Clay,No Plant,15,4.5,0,5,0.171413793,2900,60.9,290,1500,3,300
KF-20 cm-LS-Ctr-2,20,S,Clay,No Plant,15,4.5,0.01297277,5,0.166689655,2900,15.2,290,1500,3,300
KF-20 cm-LS-Ctr-3,20,S,Clay,No Plant,15,4.5,0.018865242,5,0.245068966,2900,60.7,290,1500,3,300
KF-20 cm-LS-Ctr-4,20,S,Clay,No Plant,15,4.5,0,5,0.060413793,2900,0.3,290,1500,3,300
KF-20 cm-LS-Ctr-5,20,S,Clay,No Plant,15,4.5,0.015388318,5,0.210344828,2900,68,290,1500,3,300
KF-20 cm-LS-Exp-1,20,S,Clay,Plant,15,4.5,0,5,0.092344828,2900,0.1,290,1500,3,300
KF-20 cm-LS-Exp-2,20,S,Clay,Plant,15,4.5,0.030942978,5,0.085137931,2900,0.3,290,1500,3,300
KF-20 cm-LS-Exp-3,20,S,Clay,Plant,15,4.5,0.065961827,5,0.156413793,2900,0.2,290,1500,3,300
